student_id,course_name,current_grade,attendance_rate,assignments_completed,missed_deadlines,participation_score,midterm_grade,study_group_attendance,office_hours_visits,extra_credit_completed
1688,Computer Science 101,93.24,93.03,11,5,90.15,100,0,0,0
1688,Chemistry 201,96.85,93.03,11,5,91.32,91.21,1,4,1
1688,English Literature,96.73,93.03,12,4,86.26,95.29,7,6,1
1688,Biology 101,94.2,93.03,9,4,92.43,98.27,4,6,1
1688,Physics 101,91.19,93.03,9,5,97.21,93.17,10,5,0
1689,Mathematics 201,82.38,82.19,11,4,76.36,85.09,2,6,0
1689,Computer Science 101,81.8,82.19,8,3,80.47,80.51,0,5,2
1689,Biology 101,79.65,82.19,9,5,84.07,75.11,6,5,2
1689,English Literature,83.32,82.19,9,4,74.35,82.75,1,0,2
1690,Physics 101,75.47,77.09,11,4,71.29,76.41,3,4,1
1690,Computer Science 101,72.93,77.09,11,5,83.33,79.45,5,2,2
1690,Chemistry 201,81.34,77.09,10,4,70.67,78.77,6,4,0
1690,Biology 101,74.89,77.09,11,3,78.06,79.24,0,1,1
1690,Mathematics 201,77.82,77.09,12,5,79.45,78.29,8,4,0
1691,Physics 101,76.61,82.5,11,3,86.12,83.58,0,2,0
1691,English Literature,85.08,82.5,10,3,74.99,79.91,1,3,0
1691,Computer Science 101,83.83,82.5,11,3,91.12,83.92,2,4,0
1691,Chemistry 201,83.56,82.5,10,5,85.68,76.37,7,3,2
1692,Physics 101,73.73,71.22,8,3,67.37,78.63,6,0,2
1692,English Literature,76.56,71.22,11,2,69.35,72.47,3,6,1
1692,Biology 101,74.04,71.22,9,3,75.02,74.49,9,4,1
1692,Computer Science 101,73.44,71.22,8,1,69.3,77.96,9,4,0
1693,Mathematics 201,71.86,68.91,11,0,63.15,78.89,2,2,1
1693,Biology 101,75.13,68.91,9,1,69.52,76.06,7,2,0
1693,Physics 101,75.49,68.91,11,2,73.16,72.87,1,2,1
1693,Chemistry 201,72.33,68.91,8,2,59.97,76.8,2,6,0
1694,Biology 101,80.45,83.26,12,4,91.02,76.12,6,5,1
1694,Physics 101,85.64,83.26,9,4,91.82,83.3,7,2,1
1694,Computer Science 101,77.62,83.26,10,3,79.25,87.58,6,2,0
1694,Chemistry 201,85.53,83.26,9,4,74.57,77.95,6,3,0
1694,English Literature,85.88,83.26,11,5,78.73,85.71,6,1,1
1695,Mathematics 201,82.57,84.55,9,3,74.8,84.25,9,4,1
1695,Chemistry 201,83.55,84.55,8,4,89.95,85.56,3,0,0
1695,English Literature,83.37,84.55,10,4,88.98,90.2,7,3,1
1695,Computer Science 101,81.36,84.55,10,5,83.72,88.38,5,3,0
1695,Physics 101,80.59,84.55,11,4,90.71,88.07,0,0,2
1696,Physics 101,92.35,89.75,8,5,95.15,84.06,2,5,0
1696,Mathematics 201,89.45,89.75,9,4,90.74,87.09,5,5,1
1696,Chemistry 201,88.93,89.75,10,4,98.72,85.46,7,6,1
1696,English Literature,88.03,89.75,11,3,84.73,91.1,2,0,2
1697,Mathematics 201,71.12,75.79,10,1,79.46,79.99,9,6,0
1697,English Literature,72.12,75.79,10,2,77.05,75.07,9,5,0
1697,Chemistry 201,76.02,75.79,12,2,66.39,73.52,5,1,0
1697,Biology 101,72.9,75.79,12,2,76.28,71.99,2,2,1
1697,Computer Science 101,72.09,75.79,10,2,84.51,69.16,2,2,0
1698,Computer Science 101,77.15,80.57,12,5,81.28,77.94,1,4,0
1698,Mathematics 201,75.87,80.57,9,3,86.85,79.69,5,6,2
1698,Biology 101,82.96,80.57,9,5,79.83,72.67,8,0,1
1698,Chemistry 201,79.74,80.57,12,5,79.77,75.96,9,4,1
1698,Physics 101,76.67,80.57,9,3,75.65,74.46,9,5,1
1699,Computer Science 101,68.79,74.26,10,3,72.88,68.76,8,1,2
1699,Biology 101,74.55,74.26,11,4,69.75,73.65,5,1,1
1699,Physics 101,68.37,74.26,8,3,79.81,76.87,2,0,0
1699,Mathematics 201,73.7,74.26,12,3,73.56,74.86,5,1,0
1700,Computer Science 101,72.35,67.92,8,2,68.07,67.57,8,4,1
1700,Mathematics 201,67.77,67.92,10,1,65.27,76.69,3,0,0
1700,English Literature,68.52,67.92,9,1,77.42,69.38,1,0,0
1700,Physics 101,66.5,67.92,10,1,76.99,67.72,8,0,0
1701,Mathematics 201,58.01,58.04,9,1,60.55,59.71,6,6,2
1701,Computer Science 101,58.48,58.04,12,0,54.47,62.05,10,4,1
1701,Biology 101,60.86,58.04,9,0,53.07,62.34,10,3,1
1701,Chemistry 201,57.07,58.04,8,1,48.96,61.15,2,6,1
1701,English Literature,61.97,58.04,8,0,49.24,62.58,7,6,1
1702,Biology 101,76.52,82.8,8,3,92.19,86.88,2,0,0
1702,Computer Science 101,77.98,82.8,12,4,82.81,86.2,0,1,2
1702,Mathematics 201,82.15,82.8,11,5,90.0,80.4,6,3,0
1702,English Literature,82.69,82.8,8,4,89.39,82.43,8,1,0
1703,Computer Science 101,85.48,87.51,10,5,80.32,79.46,8,0,2
1703,Biology 101,92.09,87.51,11,5,85.93,92.64,0,5,1
1703,Mathematics 201,89.46,87.51,9,3,88.85,92.46,1,5,2
1703,Chemistry 201,89.97,87.51,8,3,83.94,84.37,0,0,1
1703,Physics 101,82.96,87.51,9,4,88.38,87.12,9,2,0
1704,English Literature,63.73,63.6,12,2,68.63,66.59,10,4,2
1704,Biology 101,65.58,63.6,8,2,72.34,72.65,9,6,1
1704,Computer Science 101,62.37,63.6,8,1,73.22,69.7,1,1,1
1704,Mathematics 201,66.44,63.6,12,1,69.85,63.73,4,5,1
1704,Physics 101,70.06,63.6,11,1,68.02,70.94,4,6,1
1705,Chemistry 201,79.93,81.57,9,4,74.0,85.22,6,2,1
1705,English Literature,83.77,81.57,9,4,77.67,88.36,1,5,0
1705,Mathematics 201,78.91,81.57,8,4,81.9,73.99,9,0,1
1705,Computer Science 101,80.58,81.57,11,4,77.77,83.95,8,0,1
1705,Physics 101,76.59,81.57,8,4,86.96,89.14,2,3,1
1706,Biology 101,69.02,69.39,11,1,74.07,62.63,0,3,0
1706,Mathematics 201,68.99,69.39,12,2,62.33,68.6,5,1,1
1706,Computer Science 101,65.58,69.39,10,2,64.59,76.37,2,2,0
1706,English Literature,73.55,69.39,10,3,61.0,67.96,10,2,1
1707,Mathematics 201,84.39,81.06,11,3,78.67,73.92,9,0,0
1707,English Literature,76.63,81.06,8,1,76.83,84.73,8,1,1
1707,Computer Science 101,76.61,81.06,9,2,88.74,75.34,8,1,0
1707,Chemistry 201,79.54,81.06,9,3,77.48,84.66,5,6,1
1707,Biology 101,83.67,81.06,9,3,87.22,87.61,8,0,0
1708,Biology 101,64.52,68.46,8,3,60.14,75.78,9,1,2
1708,English Literature,65.41,68.46,9,1,59.05,61.82,0,6,0
1708,Computer Science 101,65.42,68.46,9,3,65.47,66.31,10,0,2
1708,Chemistry 201,74.21,68.46,9,2,72.6,62.68,2,5,0
1709,Physics 101,81.41,76.62,12,1,79.63,72.12,3,6,1
1709,Mathematics 201,78.61,76.62,10,1,83.26,71.52,7,6,2
1709,English Literature,80.37,76.62,11,2,84.2,83.17,2,6,2
1709,Chemistry 201,78.12,76.62,12,2,79.46,80.66,0,5,0
1710,English Literature,89.85,86.25,12,5,81.4,93.45,4,6,0
1710,Computer Science 101,87.12,86.25,12,5,83.07,85.79,3,1,2
1710,Biology 101,82.11,86.25,10,5,91.67,84.43,10,2,1
1710,Physics 101,89.91,86.25,10,3,77.59,83.92,9,3,0
1711,Computer Science 101,73.96,71.55,10,1,64.73,79.55,2,5,2
1711,Biology 101,70.36,71.55,11,1,69.36,76.46,2,1,0
1711,English Literature,74.53,71.55,9,2,62.74,68.04,3,4,0
1711,Physics 101,68.97,71.55,8,3,64.43,77.99,2,1,0
1712,Biology 101,68.58,71.04,11,3,78.37,69.68,2,1,2
1712,Chemistry 201,69.2,71.04,11,1,79.64,70.23,10,0,2
1712,English Literature,70.75,71.04,10,2,78.2,69.58,4,4,0
1712,Mathematics 201,70.89,71.04,9,2,63.93,71.02,4,4,0
1713,Computer Science 101,69.74,69.9,8,3,77.28,71.28,6,3,2
1713,Biology 101,76.59,69.9,10,5,71.24,77.38,10,6,1
1713,English Literature,76.09,69.9,8,5,65.17,71.28,10,0,2
1713,Mathematics 201,67.88,69.9,9,3,78.78,69.1,10,4,0
1713,Physics 101,67.79,69.9,12,5,64.05,68.9,10,4,1
1714,Physics 101,83.41,86.43,8,3,92.12,84.66,2,5,1
1714,English Literature,89.49,86.43,11,5,86.61,87.35,8,0,0
1714,Computer Science 101,82.53,86.43,12,3,93.67,81.75,6,4,0
1714,Mathematics 201,88.1,86.43,10,3,92.01,91.66,7,3,0
1714,Biology 101,88.51,86.43,8,5,78.15,90.02,6,4,2
1715,Computer Science 101,66.19,69.25,10,1,73.32,63.77,0,3,0
1715,Chemistry 201,70.41,69.25,11,3,74.06,67.92,6,5,2
1715,Mathematics 201,71.31,69.25,12,3,61.83,65.58,6,1,0
1715,Physics 101,72.12,69.25,10,3,72.79,76.14,7,2,0
1715,Biology 101,66.24,69.25,12,3,75.97,65.41,8,3,2
1716,Mathematics 201,61.06,61.86,11,1,66.72,61.08,7,0,1
1716,English Literature,62.05,61.86,12,0,70.56,70.34,10,5,1
1716,Biology 101,58.52,61.86,12,2,61.93,64.72,3,1,1
1716,Computer Science 101,61.94,61.86,12,0,65.56,57.88,2,3,0
1717,Computer Science 101,72.61,70.94,8,4,76.87,69.77,0,0,0
1717,Physics 101,78.7,70.94,12,3,77.33,78.01,2,6,2
1717,Biology 101,69.24,70.94,10,3,71.0,67.28,9,5,1
1717,Mathematics 201,70.14,70.94,11,3,80.4,79.86,1,0,1
1718,Biology 101,74.21,75.49,8,2,73.04,79.88,3,3,0
1718,Computer Science 101,80.3,75.49,9,1,67.18,81.97,4,0,1
1718,Physics 101,74.86,75.49,12,3,70.61,71.58,6,2,1
1718,Chemistry 201,73.74,75.49,10,2,69.07,78.87,5,6,2
1719,Computer Science 101,86.06,84.59,10,1,77.48,91.99,5,5,0
1719,Physics 101,90.55,84.59,10,2,88.66,85.36,8,6,1
1719,Chemistry 201,88.04,84.59,11,3,81.08,91.17,2,2,1
1719,Biology 101,83.86,84.59,12,1,83.28,89.09,9,5,0
1720,Mathematics 201,75.13,70.34,11,1,75.24,68.05,0,2,0
1720,Physics 101,72.89,70.34,9,1,68.84,77.38,10,5,0
1720,Computer Science 101,66.13,70.34,11,3,63.61,69.47,2,1,1
1720,Biology 101,67.52,70.34,8,3,68.09,76.93,1,0,1
1721,Chemistry 201,65.28,66.47,12,1,75.12,69.59,3,4,1
1721,Biology 101,73.48,66.47,10,2,71.0,69.02,8,2,1
1721,Computer Science 101,67.73,66.47,8,2,70.87,75.46,3,3,1
1721,English Literature,68.82,66.47,10,1,69.13,67.6,6,4,0
1721,Physics 101,67.49,66.47,12,1,61.93,65.43,3,2,0
1722,Chemistry 201,87.26,85.4,10,3,82.54,86.19,7,6,0
1722,Physics 101,82.88,85.4,9,5,79.14,84.37,9,3,1
1722,Computer Science 101,86.54,85.4,12,4,93.3,85.57,0,3,0
1722,Mathematics 201,86.53,85.4,12,4,78.89,85.71,8,3,0
1723,Mathematics 201,79.09,76.16,9,3,72.35,78.5,5,5,2
1723,Computer Science 101,82.24,76.16,10,3,85.3,82.53,8,4,2
1723,Physics 101,78.07,76.16,12,2,81.57,73.47,0,6,1
1723,Biology 101,72.8,76.16,11,1,70.85,71.18,0,3,0
1723,Chemistry 201,75.17,76.16,11,1,84.66,78.07,7,2,0
1724,Physics 101,71.15,72.4,8,1,70.81,71.94,0,5,1
1724,Mathematics 201,74.9,72.4,8,2,79.93,82.28,1,2,0
1724,English Literature,78.54,72.4,12,0,78.59,69.8,4,5,2
1724,Computer Science 101,72.75,72.4,10,1,74.5,81.61,6,2,1
1725,Computer Science 101,82.38,83.86,11,5,86.92,83.47,6,1,0
1725,Biology 101,78.55,83.86,10,3,86.48,80.06,9,0,0
1725,Mathematics 201,78.52,83.86,8,3,77.6,80.29,1,4,0
1725,Physics 101,84.81,83.86,10,3,91.03,87.87,8,4,0
1725,Chemistry 201,82.62,83.86,8,5,74.21,88.55,7,6,0
1726,Chemistry 201,82.96,83.5,9,1,79.04,91.84,10,5,1
1726,Biology 101,88.07,83.5,10,2,78.24,77.0,0,0,2
1726,English Literature,89.61,83.5,8,3,81.98,80.49,8,1,2
1726,Mathematics 201,84.75,83.5,8,3,91.73,89.91,0,5,0
1726,Computer Science 101,81.49,83.5,11,3,84.13,86.06,0,2,0
1727,English Literature,69.0,69.42,9,0,62.2,64.69,9,4,1
1727,Chemistry 201,71.0,69.42,10,1,64.83,66.13,1,0,1
1727,Physics 101,71.02,69.42,11,0,69.76,71.76,6,5,1
1727,Mathematics 201,68.76,69.42,8,0,77.03,71.8,6,2,1
1728,Physics 101,66.28,63.11,12,1,55.12,60.21,5,0,2
1728,Computer Science 101,59.32,63.11,10,3,66.18,58.05,4,6,0
1728,Biology 101,62.66,63.11,12,3,65.88,60.24,4,0,2
1728,English Literature,57.9,63.11,10,2,66.9,66.91,10,5,1
1728,Chemistry 201,65.39,63.11,11,2,57.68,60.34,5,2,0
1729,English Literature,90.13,87.7,9,5,87.54,87.08,1,0,0
1729,Physics 101,89.73,87.7,12,3,92.46,89.46,6,6,1
1729,Chemistry 201,84.13,87.7,11,3,77.77,95.98,3,2,1
1729,Biology 101,83.97,87.7,11,3,88.79,80.46,4,5,1
1729,Computer Science 101,92.82,87.7,8,4,92.29,81.97,7,3,2
1730,English Literature,72.48,70.04,10,1,77.44,68.56,0,0,2
1730,Chemistry 201,73.13,70.04,11,1,67.95,74.39,10,6,0
1730,Mathematics 201,75.4,70.04,8,1,78.34,69.38,10,2,1
1730,Physics 101,69.6,70.04,9,1,61.99,63.74,8,5,1
1730,Biology 101,67.02,70.04,8,2,61.78,68.95,9,6,1
1731,English Literature,82.35,79.06,9,2,74.45,85.53,7,2,1
1731,Chemistry 201,87.03,79.06,9,2,75.67,86.7,10,0,0
1731,Physics 101,86.42,79.06,11,1,69.09,89.91,6,4,2
1731,Computer Science 101,83.68,79.06,8,3,87.81,78.92,0,3,0
1731,Mathematics 201,84.7,79.06,10,2,79.72,77.55,5,0,1
1732,Chemistry 201,78.59,77.7,9,3,78.42,83.86,4,5,0
1732,Computer Science 101,80.3,77.7,11,3,78.95,75.41,8,3,1
1732,Physics 101,73.3,77.7,12,2,71.32,76.77,1,0,1
1732,Mathematics 201,78.9,77.7,10,3,70.36,83.51,4,2,1
1732,English Literature,74.78,77.7,10,3,83.29,84.7,10,3,1
1733,Computer Science 101,96.41,92.96,10,3,97.63,89.88,10,2,2
1733,Mathematics 201,92.6,92.96,8,5,88.19,93.61,6,1,1
1733,Physics 101,93.72,92.96,8,4,92.33,94.48,0,2,1
1733,Chemistry 201,91.25,92.96,9,3,94.7,90.59,7,6,1
1733,Biology 101,88.82,92.96,9,4,99.19,96.66,10,6,1
1734,Computer Science 101,63.47,65.08,9,3,72.46,69.54,5,3,2
1734,English Literature,69.14,65.08,12,3,66.07,67.36,4,0,0
1734,Physics 101,64.29,65.08,12,5,59.73,74.27,5,6,0
1734,Biology 101,68.16,65.08,12,3,57.33,70.28,0,4,0
1734,Chemistry 201,67.56,65.08,10,5,65.7,66.1,7,5,1
1735,Computer Science 101,66.4,62.27,12,2,52.66,57.63,10,1,2
1735,Biology 101,58.65,62.27,9,3,63.08,67.34,9,4,1
1735,Chemistry 201,66.5,62.27,8,1,70.59,59.56,6,3,1
1735,Mathematics 201,59.22,62.27,12,2,62.88,69.53,1,3,0
1736,Computer Science 101,82.49,82.36,11,1,89.07,78.27,0,6,1
1736,English Literature,88.68,82.36,11,3,80.77,80.53,9,1,1
1736,Mathematics 201,89.03,82.36,8,3,79.05,82.92,3,6,0
1736,Physics 101,86.91,82.36,12,2,87.88,81.99,7,5,1
1737,English Literature,90.64,91.05,12,4,81.18,82.33,5,3,2
1737,Computer Science 101,87.46,91.05,12,4,91.73,95.74,7,6,1
1737,Biology 101,89.91,91.05,12,5,99.85,92.9,8,3,1
1737,Chemistry 201,86.93,91.05,8,3,90.29,91.56,6,2,1
1737,Mathematics 201,91.11,91.05,9,3,99.69,86.3,0,0,1
1738,Computer Science 101,75.83,76.59,9,3,81.38,82.62,1,4,1
1738,Chemistry 201,74.26,76.59,8,1,71.32,75.6,5,0,1
1738,Physics 101,73.98,76.59,8,3,72.59,81.38,10,5,1
1738,Mathematics 201,75.02,76.59,12,2,79.52,84.25,1,3,1
1738,English Literature,79.14,76.59,12,3,74.82,71.14,5,3,0
1739,Computer Science 101,74.34,75.01,10,3,67.13,70.6,8,1,2
1739,Chemistry 201,75.96,75.01,12,4,84.73,80.01,7,0,2
1739,English Literature,76.82,75.01,8,5,70.26,78.9,10,4,1
1739,Biology 101,70.59,75.01,11,4,65.98,73.82,10,0,2
1740,Mathematics 201,88.64,84.96,12,4,93.09,90.32,1,6,0
1740,Computer Science 101,83.93,84.96,12,5,75.86,79.74,1,5,2
1740,Chemistry 201,86.92,84.96,8,5,88.55,80.69,2,6,2
1740,Biology 101,84.2,84.96,11,4,83.86,83.02,4,3,2
1740,English Literature,82.72,84.96,11,3,88.32,84.58,9,0,2
1741,English Literature,75.97,77.19,12,2,85.75,82.55,10,4,0
1741,Chemistry 201,79.87,77.19,10,2,67.65,85.52,0,3,0
1741,Computer Science 101,74.32,77.19,11,1,86.58,74.05,10,3,1
1741,Biology 101,80.48,77.19,12,1,83.79,83.71,4,1,2
1741,Physics 101,74.38,77.19,10,3,74.43,77.2,3,0,0
1742,English Literature,88.5,85.72,10,5,90.74,89.45,0,2,2
1742,Chemistry 201,84.17,85.72,10,4,90.39,87.67,9,1,0
1742,Mathematics 201,90.47,85.72,10,5,93.12,87.25,2,2,0
1742,Biology 101,89.95,85.72,12,3,80.36,81.75,10,0,0
1742,Physics 101,87.24,85.72,9,3,76.3,78.14,2,6,2
1743,Mathematics 201,72.2,75.31,12,2,67.8,76.17,4,6,2
1743,Physics 101,75.73,75.31,10,3,70.04,80.47,4,5,1
1743,Biology 101,76.72,75.31,8,1,79.57,71.39,0,5,2
1743,Chemistry 201,75.03,75.31,10,1,76.76,78.72,1,4,0
1743,English Literature,78.81,75.31,8,2,70.12,76.91,3,5,0
1744,Mathematics 201,63.66,65.01,12,2,74.23,73.21,10,5,1
1744,Chemistry 201,64.46,65.01,12,1,58.67,66.45,3,0,1
1744,Biology 101,63.88,65.01,12,2,56.53,73.0,4,6,2
1744,Computer Science 101,67.45,65.01,9,1,56.49,62.24,7,1,1
1744,English Literature,64.05,65.01,11,1,64.97,67.99,4,4,0
1745,Physics 101,80.33,78.75,10,3,83.85,85.41,0,6,0
1745,Chemistry 201,79.44,78.75,8,5,75.4,79.42,0,1,0
1745,Mathematics 201,74.87,78.75,12,5,88.43,78.94,8,3,0
1745,Biology 101,82.0,78.75,8,5,75.79,74.14,0,2,2
1745,Computer Science 101,81.72,78.75,9,4,82.84,70.17,7,4,0
1746,Mathematics 201,88.43,93.96,11,3,85.93,97.33,1,4,1
1746,English Literature,92.61,93.96,11,3,87.6,87.17,5,6,2
1746,Chemistry 201,88.95,93.96,11,3,88.18,92.42,10,5,0
1746,Physics 101,97.01,93.96,8,3,95.16,91.76,1,5,0
1747,Computer Science 101,73.57,68.89,8,1,78.87,77.22,0,1,1
1747,Physics 101,71.31,68.89,10,3,68.7,67.51,9,0,2
1747,Biology 101,68.25,68.89,12,3,73.76,64.21,6,1,1
1747,English Literature,66.7,68.89,12,2,72.87,63.07,0,0,2
1747,Mathematics 201,68.72,68.89,8,1,62.7,76.15,4,3,2
1748,Mathematics 201,73.93,68.8,8,2,75.3,69.85,7,3,1
1748,English Literature,69.81,68.8,12,2,63.89,68.71,8,3,1
1748,Computer Science 101,74.44,68.8,8,3,74.03,62.01,4,6,1
1748,Biology 101,69.49,68.8,8,2,70.41,66.6,5,0,0
1748,Physics 101,72.87,68.8,10,2,78.39,77.48,2,4,2
1749,Chemistry 201,80.39,80.35,9,3,83.73,79.39,8,3,2
1749,Biology 101,78.44,80.35,11,4,80.06,80.61,8,6,0
1749,English Literature,79.11,80.35,10,5,74.19,74.03,6,0,0
1749,Physics 101,82.32,80.35,8,3,89.15,84.44,3,5,2
1749,Computer Science 101,77.15,80.35,12,4,85.43,89.6,5,4,2
1750,Mathematics 201,86.33,86.85,9,5,83.47,84.74,2,6,1
1750,Computer Science 101,82.36,86.85,12,4,77.03,94.94,7,5,0
1750,Physics 101,90.38,86.85,8,3,92.68,94.36,5,2,0
1750,English Literature,88.86,86.85,8,3,88.51,80.84,6,4,1
1750,Biology 101,86.97,86.85,12,3,86.63,93.72,1,0,0
1751,Physics 101,88.11,90.11,9,5,89.49,85.13,0,6,2
1751,Biology 101,87.0,90.11,8,4,88.02,96.12,1,6,1
1751,Computer Science 101,90.93,90.11,8,4,95.86,92.97,2,1,1
1751,Chemistry 201,90.32,90.11,8,3,87.18,93.83,7,6,0
1752,Physics 101,96.51,95.72,10,4,93.12,88.01,2,2,1
1752,Mathematics 201,98.58,95.72,11,5,99.44,100,1,0,0
1752,Biology 101,90.68,95.72,11,4,96.5,89.1,10,2,0
1752,English Literature,99.36,95.72,12,3,94.8,88.24,1,1,1
1753,Physics 101,90.07,89.56,12,4,89.05,95.66,10,2,0
1753,Biology 101,90.35,89.56,9,3,85.7,86.48,3,1,0
1753,Computer Science 101,91.06,89.56,8,5,87.46,92.17,9,4,0
1753,Chemistry 201,91.17,89.56,8,3,81.18,91.16,4,0,0
1753,Mathematics 201,87.6,89.56,10,5,97.4,90.43,8,6,1
1754,English Literature,97.2,92.88,9,3,91.09,85.27,8,5,0
1754,Physics 101,95.7,92.88,11,3,99.97,90.58,7,3,2
1754,Computer Science 101,92.78,92.88,12,4,91.55,86.86,7,6,0
1754,Chemistry 201,90.68,92.88,11,5,96.21,91.54,0,3,0
1754,Biology 101,96.35,92.88,11,3,94.48,89.35,8,2,2
1755,Computer Science 101,66.61,67.15,9,2,60.62,70.3,9,4,1
1755,Mathematics 201,69.58,67.15,9,0,72.13,63.48,7,2,1
1755,Biology 101,69.88,67.15,11,1,61.79,73.14,5,1,1
1755,Chemistry 201,68.37,67.15,11,2,63.64,63.49,5,0,0
1755,English Literature,67.99,67.15,11,0,69.76,70.28,9,1,1
1756,Chemistry 201,74.14,75.09,9,3,77.3,80.71,7,2,2
1756,Computer Science 101,75.73,75.09,12,3,66.36,78.38,1,5,2
1756,Physics 101,75.48,75.09,11,2,65.79,71.88,10,3,0
1756,Mathematics 201,78.81,75.09,12,2,71.52,75.02,2,0,0
1756,Biology 101,72.43,75.09,9,2,79.86,78.85,8,4,1
1757,Physics 101,73.68,70.85,12,1,73.86,73.05,4,0,2
1757,English Literature,73.9,70.85,10,2,77.87,75.98,6,5,1
1757,Computer Science 101,67.15,70.85,8,2,63.28,65.6,7,5,0
1757,Chemistry 201,73.38,70.85,8,1,75.6,68.66,3,4,1
1758,Mathematics 201,84.32,87.29,10,5,94.14,85.05,2,0,0
1758,Physics 101,90.17,87.29,12,4,86.07,80.73,4,6,1
1758,Computer Science 101,90.56,87.29,9,3,95.52,88.6,3,4,0
1758,Biology 101,82.13,87.29,9,4,87.76,91.07,1,5,1
1758,English Literature,81.1,87.29,11,4,77.9,89.43,0,2,1
1759,Physics 101,77.47,71.61,11,1,73.13,77.01,2,2,2
1759,Computer Science 101,74.25,71.61,9,0,68.06,81.99,4,0,0
1759,English Literature,78.64,71.61,8,2,61.76,71.08,10,5,0
1759,Mathematics 201,72.87,71.61,11,0,79.07,80.09,3,3,0
1760,Physics 101,72.3,77.78,8,3,86.94,69.24,7,3,0
1760,English Literature,78.49,77.78,10,5,85.96,83.54,7,3,0
1760,Chemistry 201,80.13,77.78,10,5,85.69,81.33,8,2,1
1760,Mathematics 201,77.04,77.78,8,5,82.0,81.49,9,1,0
1760,Biology 101,75.43,77.78,11,4,87.71,82.04,0,1,0
1761,English Literature,82.61,77.61,12,3,82.15,71.35,8,5,0
1761,Biology 101,81.38,77.61,11,3,76.14,75.19,3,3,0
1761,Physics 101,82.28,77.61,8,1,71.75,80.29,3,5,0
1761,Mathematics 201,81.39,77.61,10,1,83.97,79.29,5,2,1
1761,Computer Science 101,75.64,77.61,9,1,73.99,77.96,4,2,2
1762,Chemistry 201,67.45,69.86,9,2,67.78,69.27,7,3,0
1762,Biology 101,69.63,69.86,10,1,79.82,72.94,7,0,0
1762,Mathematics 201,75.35,69.86,8,2,69.4,72.97,9,0,1
1762,Physics 101,74.69,69.86,12,3,72.3,79.1,2,1,1
1762,English Literature,72.3,69.86,8,3,75.08,68.92,10,0,1
1763,Mathematics 201,74.97,73.47,11,1,81.32,76.63,2,0,1
1763,Computer Science 101,78.69,73.47,8,1,80.9,71.48,8,6,1
1763,English Literature,73.64,73.47,8,3,80.6,82.53,6,4,1
1763,Biology 101,74.48,73.47,9,2,71.27,67.91,4,4,2
1763,Chemistry 201,78.19,73.47,12,1,80.34,79.74,6,3,0
1764,English Literature,67.59,68.91,12,5,62.42,69.75,8,0,0
1764,Chemistry 201,61.34,68.91,11,4,62.46,73.49,10,3,0
1764,Mathematics 201,61.89,68.91,10,5,63.87,71.37,7,1,2
1764,Biology 101,68.68,68.91,10,3,73.84,61.15,4,4,0
1764,Computer Science 101,65.27,68.91,9,4,70.38,71.53,2,5,0
1765,English Literature,72.92,73.92,12,5,65.61,73.86,3,5,1
1765,Computer Science 101,79.88,73.92,8,3,76.33,67.69,9,2,1
1765,Physics 101,79.26,73.92,10,5,64.2,70.13,1,5,1
1765,Chemistry 201,73.97,73.92,11,4,81.49,75.2,6,0,1
1766,Mathematics 201,69.78,73.22,9,4,81.4,72.0,10,0,1
1766,English Literature,66.91,73.22,10,3,65.66,69.3,8,5,1
1766,Biology 101,74.39,73.22,12,5,74.11,74.73,9,0,0
1766,Computer Science 101,68.7,73.22,11,4,80.52,75.16,6,3,0
1766,Chemistry 201,74.97,73.22,8,3,65.11,78.23,10,1,1
1767,Physics 101,76.08,75.62,10,3,74.48,79.16,9,1,1
1767,Mathematics 201,81.7,75.62,12,3,83.35,83.33,2,1,2
1767,Chemistry 201,74.24,75.62,9,5,69.87,70.39,9,0,0
1767,Computer Science 101,82.32,75.62,8,5,82.73,76.4,2,0,1
1768,Biology 101,79.54,82.39,8,4,87.65,82.89,4,0,2
1768,Chemistry 201,86.52,82.39,8,5,86.91,73.93,6,3,1
1768,English Literature,81.21,82.39,10,3,74.2,76.77,2,0,1
1768,Mathematics 201,77.19,82.39,8,3,91.59,87.99,0,6,0
1769,Biology 101,90.7,92.9,10,5,95.42,90.73,5,1,1
1769,Computer Science 101,96.15,92.9,11,4,98.9,87.89,6,0,0
1769,Mathematics 201,99.86,92.9,10,3,85.2,100,0,3,1
1769,English Literature,95.69,92.9,9,5,85.29,89.15,10,6,0
1770,Biology 101,86.91,81.67,8,2,73.14,85.67,8,5,2
1770,Physics 101,77.63,81.67,8,2,88.3,88.22,6,3,0
1770,Chemistry 201,81.67,81.67,9,1,84.6,83.45,2,2,0
1770,English Literature,83.72,81.67,8,3,80.2,89.68,9,6,1
1770,Computer Science 101,83.34,81.67,8,2,84.99,84.96,0,5,1
1771,Computer Science 101,84.7,86.35,12,3,93.04,89.32,6,1,1
1771,Chemistry 201,85.47,86.35,12,3,90.29,78.06,4,5,2
1771,Mathematics 201,81.7,86.35,10,3,80.89,87.82,6,4,0
1771,Biology 101,89.58,86.35,12,3,80.95,91.11,0,1,1
1772,Physics 101,74.63,78.19,12,5,79.34,81.18,0,5,1
1772,Mathematics 201,74.4,78.19,11,3,81.12,82.94,7,4,1
1772,English Literature,78.76,78.19,9,5,81.68,83.64,5,3,2
